0_mths_prior,12_mths_prior,15_mths_prior,18_mths_prior,21_mths_prior,3_mths_prior,6_mths_prior,9_mths_prior,Date,past_qtr_1,past_qtr_2,past_year_1,past_year_2,q0,q1,q2,q3,q4,qoq_diff,qoq_ratio,yoy_diff,yoy_ratio
,,,,,,,,1991-12-31,,,,,,,,,,,,,
,,,,,,,,1992-03-31,,,,,,,,,,,,,
,,,,,,,,1992-06-30,,,,,,,,,,,,,
,,,,,,,,1992-09-30,,,,,,,,,,,,,
,,,,,,,,1992-12-31,,,,,,,,,,,,,
,,,,,,,,1993-03-31,,,,,,,,,,,,,
,,,,,,,,1993-06-30,,,,,,,,,,,,,
,,,,,,,,1993-09-30,,,,,,,,,,,,,
,,,,,,,,1993-12-31,,,,,,,,,,,,,
,,,,,,,,1994-03-31,,,,,,,,,,,,,
,,,,,,,,1994-06-30,,,,,,,,,,,,,
,,,,,,,,1994-09-30,,,,,,,,,,,,,
,,,,,,,,1994-12-31,,,,,,,,,,,,,
,,,,,,,,1995-03-31,,,,,,,,,,,,,
,,,,,,,,1995-06-30,,,,,,,,,,,,,
,,,,,,,,1995-09-30,,,,,,,,,,,,,
,,,,,,,,1995-12-31,,,,,,,,,,,,,
,,,,,,,,1996-03-31,,,,,,,,,,,,,
,,,,,,,,1996-06-30,,,,,,,,,,,,,
,,,,,,,,1996-09-30,,,,,,,,,,,,,
,,,,,,,,1996-12-31,,,,,,,,,,,,,
,,,,,,,,1997-03-31,,,,,,,,,,,,,
,,,,,,,,1997-06-30,,,,,,,,,,,,,
,,,,,,,,1997-09-30,,,,,,,,,,,,,
,,,,,,,,1997-12-31,,,,,,,,,,,,,
,,,,,,,,1998-03-31,,,,,,,,,,,,,
,,,,,,,,1998-06-30,,,,,,,,,,,,,
,,,,,,,,1998-09-30,,,,,,,,,,,,,
,,,,,,,,1998-12-31,,,,,,,,,,,,,
275075.0,,,,,,,,1999-03-31,275075.0,,275075.0,,275075.0,,,,,,,,
300072.0,,,,,275075.0,,,1999-06-30,300072.0,275075.0,287573.5,,300072.0,275075.0,,,,24997.0,1.090873398164137,,
322373.0,,,,,300072.0,275075.0,,1999-09-30,322373.0,300072.0,299173.3333333333,,322373.0,300072.0,275075.0,,,22301.0,1.0743188301474313,,
330965.0,,,,,322373.0,300072.0,275075.0,1999-12-31,330965.0,322373.0,307121.25,,330965.0,322373.0,300072.0,275075.0,,8592.0,1.0266523561216354,,
