0_mths_prior,12_mths_prior,15_mths_prior,18_mths_prior,21_mths_prior,3_mths_prior,6_mths_prior,9_mths_prior,Date,past_year_1,past_year_2,qoq_diff,qoq_ratio,yoy_diff,yoy_ratio
,,,,,,,,1991-12-31,,,,,,
,,,,,,,,1992-03-31,,,,,,
,,,,,,,,1992-06-30,,,,,,
,,,,,,,,1992-09-30,,,,,,
,,,,,,,,1992-12-31,,,,,,
,,,,,,,,1993-03-31,,,,,,
,,,,,,,,1993-06-30,,,,,,
,,,,,,,,1993-09-30,,,,,,
,,,,,,,,1993-12-31,,,,,,
,,,,,,,,1994-03-31,,,,,,
,,,,,,,,1994-06-30,,,,,,
,,,,,,,,1994-09-30,,,,,,
,,,,,,,,1994-12-31,,,,,,
,,,,,,,,1995-03-31,,,,,,
,,,,,,,,1995-06-30,,,,,,
,,,,,,,,1995-09-30,,,,,,
,,,,,,,,1995-12-31,,,,,,
,,,,,,,,1996-03-31,,,,,,
,,,,,,,,1996-06-30,,,,,,
,,,,,,,,1996-09-30,,,,,,
,,,,,,,,1996-12-31,,,,,,
,,,,,,,,1997-03-31,,,,,,
,,,,,,,,1997-06-30,,,,,,
,,,,,,,,1997-09-30,,,,,,
,,,,,,,,1997-12-31,,,,,,
,,,,,,,,1998-03-31,,,,,,
,,,,,,,,1998-06-30,,,,,,
,,,,,,,,1998-09-30,,,,,,
,,,,,,,,1998-12-31,,,,,,
275075.0,,,,,,,,1999-03-31,275075.0,,,,,
300072.0,,,,,275075.0,,,1999-06-30,287573.5,,24997.0,1.090873398164137,,
322373.0,,,,,300072.0,275075.0,,1999-09-30,299173.3333333333,,22301.0,1.0743188301474313,,
330965.0,,,,,322373.0,300072.0,275075.0,1999-12-31,307121.25,,8592.0,1.0266523561216354,,
334315.0,275075.0,,,,330965.0,322373.0,300072.0,2000-03-31,321931.25,275075.0,3350.0,1.0101219162147055,46856.25,1.1703399072980096
359369.0,300072.0,275075.0,,,334315.0,330965.0,322373.0,2000-06-30,336755.5,287573.5,25054.0,1.07494129787775,49182.0,1.17102410340313
379333.0,322373.0,300072.0,275075.0,,359369.0,334315.0,330965.0,2000-09-30,350995.5,299173.3333333333,19964.0,1.0555529274923547,51822.166666666686,1.1732178670113202
374820.0,330965.0,322373.0,300072.0,275075.0,379333.0,359369.0,334315.0,2000-12-31,361959.25,307121.25,-4513.0,0.9881028014963106,54838.0,1.1785548867100535
351361.0,334315.0,330965.0,322373.0,300072.0,374820.0,379333.0,359369.0,2001-03-31,366220.75,321931.25,-23459.0,0.9374126247265354,44289.5,1.1375744044730047
